1 00:00:00,908 --> 00:00:02,549 演讲者 演讲者_06: 大家好。
1073 02:00:50,145 --> 02:00:51,188 演讲者 SPEAKER_05：任何，没有吗？
1074 02:00:52,466 --> 02:00:54,010 演讲者 SPEAKER_05：不是，如果它不是，它永远不会放弃。
1075 02:00:54,029 --> 02:00:55,212 演讲者 SPEAKER_05：这就是你说的吗？
1076 02:00:55,231 --> 02:00:58,237 演讲者 SPEAKER_08：不，我认为你必须看看证据，对吧？
1077 02:00:58,256 --> 02:00:59,880 讲者 SPEAKER_08: 这不能只是你的直觉。
1078 02:01:00,961 --> 02:01:09,817 讲者 SPEAKER_08: 在考虑证据和仅凭信仰之间有一条细线。
1079 02:01:11,118 --> 02:01:13,242 讲者 SPEAKER_08: 但你需要这种信仰来前进。
1080 02:01:13,301 --> 02:01:16,568 讲者 SPEAKER_08: 也许它第一次失败了，但有一个小转折会让它成功。
1081 02:01:18,573 --> 02:01:21,516 演讲者 SPEAKER_07: 如果你真的相信一个想法，你就永远不应该放弃它。
1082 02:01:22,257 --> 02:01:22,719 演讲者 SPEAKER_05: 我支持这一点。
1083 02:01:23,260 --> 02:01:27,244 演讲者 SPEAKER_07: 正因如此，我仍在思考如何让玻尔兹曼机工作。
1084 02:01:29,408 --> 02:01:31,891 演讲者 SPEAKER_07: 我有一套至少让我自己满意的逻辑。
1085 02:01:34,375 --> 02:01:35,777 说话人 SPEAKER_07：逻辑？
1086 02:01:35,817 --> 02:01:36,518 说话人 SPEAKER_07：是的，逻辑。
1087 02:01:38,320 --> 02:01:39,582 说话人 SPEAKER_07：逻辑是这样的。
1088 02:01:40,503 --> 02:01:43,448 说话人 SPEAKER_07：如果你相信一个想法，并且你有良好的直觉，你应该去工作。
1089 02:01:43,849 --> 02:01:46,993 说话人 SPEAKER_07：如果你有错误的直觉，你做什么其实都无关紧要。
1090 02:01:48,965 --> 02:01:49,726 说话人 SPEAKER_05：好的，很好。
1091 02:01:50,609 --> 02:01:53,997 说话人 SPEAKER_05：实际上，这是一个我的问题，真的。
1092 02:01:54,037 --> 02:02:02,139 说话人 SPEAKER_05：杰夫说，对于研究生来说，长时间思考一个难题是很重要的。
1093 02:02:02,801 --> 02:02:04,746 说话人 SPEAKER_05: 我想知道你们是否
1094 02:02:05,367 --> 02:02:16,208 说话人 SPEAKER_05: 我感觉当前的发表周期既快又短视，我对它对领域的影响感到担忧，我想知道你们是否也有同样的感受。
1095 02:02:16,229 --> 02:02:16,970 说话人 SPEAKER_08: 我感到沮丧。
1096 02:02:19,395 --> 02:02:25,688 说话人 SPEAKER_08: 计算机科学、机器学习和人工智能领域的当前一代研究人员
1097 02:02:25,667 --> 02:02:32,458 演讲者 SPEAKER_08：似乎非常关注短期收益，只忙于下一个会议的截止日期。
1098 02:02:32,859 --> 02:02:38,648 演讲者 SPEAKER_08：所以我有很多学生来我的办公室说，我接下来的四周能做什么？
1099 02:02:41,051 --> 02:02:41,693 演讲者 SPEAKER_08：因为有这个截止日期。
1100 02:02:41,712 --> 02:02:43,034 演讲者 SPEAKER_05：你们都没有这么做，对吧？
1101 02:02:45,715 --> 02:02:47,761 说话人 SPEAKER_08：我认为这对领域来说真的很糟糕。
1102 02:02:48,743 --> 02:02:58,914 说话人 SPEAKER_08：我们需要改变一些结构性的东西，以鼓励人们承担更多风险，并在更长远的时间范围内工作。
1103 02:02:59,940 --> 02:03:02,904 说话人 SPEAKER_09：我认为有一个完整的谱系，对吧？
1104 02:03:02,923 --> 02:03:10,912 说话人 SPEAKER_09：我的意思是，在基准和所有这些记录上确实有很多实用性。
1105 02:03:11,894 --> 02:03:13,676 说话人 SPEAKER_09：这最后非常实用。
1106 02:03:14,235 --> 02:03:15,597 说话人 SPEAKER_09：所以这没问题。
1107 02:03:16,498 --> 02:03:22,465 说话人 SPEAKER_09：问题是，随着我们领域的扩大，它变得越来越应用化，因为越来越多的人对那些应用感兴趣。
1108 02:03:22,484 --> 02:03:23,506 说话人 SPEAKER_09：这就是他们来到这个领域的原因。
1109 02:03:23,926 --> 02:03:28,310 说话人 SPEAKER_09：所以问题是，什么是
1110 02:03:28,291 --> 02:03:43,847 演讲者 SPEAKER_09：长期从事工作的人数总数，以及他们是否仍然在那些更偏向应用导向的会议和场所中发声，例如，视觉会议或自然语言处理会议。
1111 02:03:44,469 --> 02:03:52,898 演讲者 SPEAKER_09：因此，应该有空间为那些更侧重于方法的会议留出位置，在这些会议中，不强调打破记录，或许是这样的
1112 02:03:54,042 --> 02:03:57,447 演讲者 SPEAKER_09：新提出的针对玩具问题的深度学习会议。
1113 02:04:00,210 --> 02:04:17,113 演讲者 SPEAKER_09：但这可能仍然允许人们保持高频率的发表论文，这是获得工作和类似事情所需的系统要求，但在同时，仍然在解决长期复杂问题和雄心勃勃的问题。
1114 02:04:18,966 --> 02:04:23,773 讲者 SPEAKER_08：现在的发表压力比我在读研究生时强得多。
1115 02:04:24,954 --> 02:04:30,662 讲者 SPEAKER_08：而且博士生在攻读博士学位期间发表的论文数量是疯狂的，对吧？
1116 02:04:30,682 --> 02:04:32,725 讲者 SPEAKER_09：我们不会承认自己能进入自己的博士项目。
1117 02:04:33,105 --> 02:04:33,726 讲者 SPEAKER_05：绝对不行。
1118 02:04:34,067 --> 02:04:37,391 讲者 SPEAKER_05：问题是论文内容的积分是否不同。
1119 02:04:38,073 --> 02:04:38,393 讲者 SPEAKER_08：是的。
1120 02:04:40,582 --> 02:04:51,100 讲者 SPEAKER_08：实际上，一个副作用是一旦论文被发表，我的意思是，就像半成品一样进入会议论文，一旦被接受，他们通常会转向其他事情。
1121 02:04:52,242 --> 02:04:54,024 讲者 SPEAKER_08：是的，没错。
1122 02:04:54,045 --> 02:05:02,979 演讲者 SPEAKER_07: 嗯，我有一个模型，描述了人们在一个短暂的时间内对一个想法进行工作，并取得一些进展，然后发表一篇论文的过程。
1123 02:05:02,960 --> 02:05:11,613 演讲者 SPEAKER_07: 就像有人拿一本难题数独书，逐页填上一些简单的数独题。
1124 02:05:11,632 --> 02:05:13,416 演讲者 SPEAKER_07: 这真的会让其他人感到困扰。
1125 02:05:16,359 --> 02:05:16,900 演讲者 SPEAKER_06: 很好。
1126 02:05:18,783 --> 02:05:20,506 演讲者 演讲者_05: 现在是7点30分。
1127 02:05:20,525 --> 02:05:24,632 演讲者 演讲者_05: 我们需要停下来吗？
1128 02:05:24,653 --> 02:05:25,012 演讲者 演讲者_05: 好的。
1129 02:05:25,314 --> 02:05:26,454 演讲者 演讲者_05: 有几个问题来自观众。
1130 02:05:26,494 --> 02:05:27,636 演讲者 SPEAKER_05: 我不知道机制。
1131 02:05:27,756 --> 02:05:30,622 演讲者 SPEAKER_05: 哦，那里有一个麦克风，那里也有一个麦克风。
1132 02:05:31,122 --> 02:05:31,582 演讲者 SPEAKER_05: 好的。
1133 02:05:33,554 --> 02:05:45,823 演讲者 SPEAKER_07: 所以问题是，我们能否称做 AI 为做科学？
1134 02:05:46,564 --> 02:05:49,572 说话人 SPEAKER_07: 你必须给出的答案是是或否，答案是是。
1135 02:05:52,605 --> 02:05:55,292 说话人 SPEAKER_08: 我认为在人工智能领域你可以做很多不同的事情。
1136 02:05:55,332 --> 02:06:03,029 说话人 SPEAKER_08: 其中一些更偏向于工程方面，而另一些则更偏向于理解某事物。
1137 02:06:03,511 --> 02:06:05,215 说话人 SPEAKER_08: 那更偏向于科学方面。
1138 02:06:05,532 --> 02:06:07,033 演讲者 SPEAKER_09: 是的，这是工程科学，对吧？
1139 02:06:07,054 --> 02:06:12,158 演讲者 SPEAKER_09: 所以这里有创造性的部分，就是你构思一个物品。
1140 02:06:12,560 --> 02:06:16,304 演讲者 SPEAKER_09: 然后是科学部分，你分析它是如何工作的，为什么它不工作，诸如此类。
1141 02:06:16,724 --> 02:06:23,451 演讲者 SPEAKER_09: 在科学和技术的历史上，往往是在物品被创造出来之后，才有了解释它的理论。
1142 02:06:23,891 --> 02:06:26,954 演讲者 SPEAKER_09: 一个很好的例子是蒸汽机的发明。
1143 02:06:27,655 --> 02:06:35,404 演讲者 SPEAKER_09: 人们用了 100 年才弄清楚热力学，并解释了热机及其它方面的局限性。
1144 02:06:35,384 --> 02:06:38,109 演讲者 SPEAKER_09: 所以我们现在可以制造蒸汽机了。
1145 02:06:39,171 --> 02:06:42,458 演讲者 SPEAKER_09: 那么热力学在哪里呢？
1146 02:06:43,902 --> 02:06:46,448 演讲者 SPEAKER_09：智能的等价物是什么？
1147 02:06:46,507 --> 02:06:49,814 演讲者 SPEAKER_09：我的科学，科学问题。
1148 02:06:51,431 --> 02:06:53,855 演讲者 SPEAKER_05：在那里，麦克风那里。
1149 02:06:53,876 --> 02:06:54,237 演讲者 SPEAKER_04：谢谢。
1150 02:06:54,778 --> 02:06:56,360 演讲者 SPEAKER_04：非常精彩的演讲。
1151 02:06:56,862 --> 02:06:57,944 演讲者 SPEAKER_04：我有两个问题。
1152 02:06:58,064 --> 02:07:09,423 演讲者 SPEAKER_04：一个是，我不知道你们三位中有没有看过谷歌的 Cholette 发表的这篇论文，他讨论的
1153 02:07:09,809 --> 02:07:17,698 演讲者 SPEAKER_04：不一定是什么是通用智能，而是更多地关于它不是什么，以及如何潜在地衡量它。
1154 02:07:18,219 --> 02:07:32,475 讲者 SPEAKER_04：第二个问题是，人类能够普遍具有智能并创造出像数学这样的东西，因此我们可以像 F=MA 或 E=MC²这样的公式进行解析性创造。
1155 02:07:32,994 --> 02:07:37,038 讲者 SPEAKER_04：计算量几乎和 2 乘以 3 等于 6 一样简单。
1156 02:07:37,680 --> 02:07:53,336 讲者 SPEAKER_04：所以只需要几个晶体管，可能只需要几瓦或毫瓦，而深度学习的大部分内容在总体上非常强大，但需要兆瓦或千瓦或数百瓦。
1157 02:07:54,277 --> 02:08:01,904 讲者 SPEAKER_04：那么，有没有可能，使用这些神经网络架构，我们不一定
1158 02:08:02,189 --> 02:08:09,550 演讲者 SPEAKER_04：最终我们需要拥有计算复杂度极高或容量极大的东西。
1159 02:08:10,659 --> 02:08:20,917 演讲者 SPEAKER_08：但你知道，F=MA 是从一个拥有大量神经元、大量计算的人脑中产生的。
1160 02:08:21,599 --> 02:08:34,862 演讲者 SPEAKER_08：如果我们想要机器能够产生这类东西，尽管最终产品可能只是一个简单的方程，但背后有大量的计算、经验和学习。
1161 02:08:35,483 --> 02:08:36,704 演讲者 SPEAKER_04：我并不是在争论这一点。
1162 02:08:38,926 --> 02:08:42,091 演讲者 演讲者_05：我被告知我们只剩下时间问一个问题了，对此我感到很遗憾。
1163 02:08:42,652 --> 02:08:46,756 演讲者 演讲者_05：我们将立即在中间的麦克风那里接受那个问题。
1164 02:08:47,198 --> 02:08:47,878 演讲者 演讲者_01：每个麦克风一个问题。
1165 02:08:49,119 --> 02:08:53,405 演讲者 演讲者_01：看起来你们在很多事情上意见一致得非常激烈。
1166 02:08:54,327 --> 02:09:01,355 演讲者 SPEAKER_01：可能需要的前置知识性质，自监督或无监督学习的价值。
1167 02:09:01,336 --> 02:09:13,292 演讲者 SPEAKER_01：我想知道在座的各位对于这些问题的细节部分，是否可能存在分歧或对如何采取方法或哪些要素重要有不同的看法。
1168 02:09:14,333 --> 02:09:16,396 演讲者 SPEAKER_08：Leslie 已经尝试过这样对我们了，但没起作用。
1169 02:09:18,420 --> 02:09:21,283 演讲者 SPEAKER_07：我可以告诉你们我们之间有一个分歧。
1170 02:09:22,546 --> 02:09:28,474 演讲者 SPEAKER_07：Yoshua 的电子邮件地址以 Quebec 结尾，我认为在那之后应该跟一个国家代码，他没有。
1171 02:09:31,036 --> 02:09:33,561 演讲者 SPEAKER_09：我保持在这个辩论之外。
1172 02:09:34,243 --> 02:09:34,623 演讲者 SPEAKER_05：好的。
1173 02:09:35,185 --> 02:09:40,557 演讲者 SPEAKER_05：在这个话题上，我们结束了，Vince 说。
1174 02:09:40,637 --> 02:09:43,002 演讲者 SPEAKER_05: 非常感谢我们的演讲者。
1175 02:09:54,087 --> 02:09:59,698 演讲者 SPEAKER_00: 现在提醒大家，我们听到了很多关于系统 1、系统 2、诺贝尔奖得主以及丹尼尔·卡尼曼的讨论。
1176 02:10:00,420 --> 02:10:04,127 演讲者 SPEAKER_00: 有人在推特上机智地指出，他今晚实际上就在观众席上。
1177 02:10:05,449 --> 02:10:13,527 演讲者 SPEAKER_00: 我只想提醒大家，明天早上 8 点，我们将与丹尼尔·卡尼曼以及一些图灵奖得主进行炉边谈话。
1178 02：10：13,567 --> 02：10：15,470 议长 SPEAKER_00：所以请早点起床。
